,Unnamed: 0,Survived,Pclass,Fancy,Male,Age,Fare,Known,familyMembers,E_C,E_Q,E_S
458,459,0,3,0,1,30.0,7.75,0,0,0,1,0
459,460,1,1,0,1,48.0,26.55,1,0,0,0,1
460,461,0,3,0,1,34.0,8.05,0,0,0,0,1
461,462,0,1,0,1,47.0,38.5,1,0,0,0,1
462,463,0,2,0,1,48.0,13.0,0,0,0,0,1
463,464,0,3,0,1,30.0,8.05,0,0,0,0,1
464,465,0,3,0,1,38.0,7.05,0,0,0,0,1
465,466,0,2,0,1,30.0,0.0,0,0,0,0,1
466,467,0,1,0,1,56.0,26.55,0,0,0,0,1
467,468,0,3,0,1,30.0,7.725,0,0,0,1,0
468,469,1,3,0,0,0.75,19.2583,0,3,1,0,0
469,470,0,3,0,1,30.0,7.25,0,0,0,0,1
470,471,0,3,0,1,38.0,8.6625,0,0,0,0,1
471,472,1,2,0,0,33.0,27.75,0,3,0,0,1
472,473,1,2,0,0,23.0,13.7917,1,0,1,0,0
473,474,0,3,0,0,22.0,9.8375,0,0,0,0,1
474,475,0,1,0,1,30.0,52.0,1,0,0,0,1
475,476,0,2,0,1,34.0,21.0,0,1,0,0,1
476,477,0,3,0,1,29.0,7.0458,0,1,0,0,1
477,478,0,3,0,1,22.0,7.5208,0,0,0,0,1
478,479,1,3,0,0,2.0,12.2875,0,1,0,0,1
479,480,0,3,1,1,9.0,46.9,0,7,0,0,1
480,481,0,2,0,1,30.0,0.0,0,0,0,0,1
481,482,0,3,0,1,50.0,8.05,0,0,0,0,1
482,483,1,3,0,0,63.0,9.5875,0,0,0,0,1
483,484,1,1,0,1,25.0,91.0792,1,1,1,0,0
484,485,0,3,0,0,30.0,25.4667,0,4,0,0,1
485,486,1,1,0,0,35.0,90.0,1,1,0,0,1
486,487,0,1,0,1,58.0,29.7,1,0,1,0,0
487,488,0,3,0,1,30.0,8.05,0,0,0,0,1
488,489,1,3,1,1,9.0,15.9,0,2,0,0,1
489,490,0,3,0,1,30.0,19.9667,0,1,0,0,1
490,491,0,3,0,1,21.0,7.25,0,0,0,0,1
491,492,0,1,0,1,55.0,30.5,1,0,0,0,1
492,493,0,1,0,1,71.0,49.5042,0,0,1,0,0
493,494,0,3,0,1,21.0,8.05,0,0,0,0,1
494,495,0,3,0,1,30.0,14.4583,0,0,1,0,0
495,496,1,1,0,0,54.0,78.2667,1,1,1,0,0
496,497,0,3,0,1,30.0,15.1,0,0,0,0,1
497,498,0,1,0,0,25.0,151.55,1,3,0,0,1
498,499,0,3,0,1,24.0,7.7958,0,0,0,0,1
499,500,0,3,0,1,17.0,8.6625,0,0,0,0,1
500,501,0,3,0,0,21.0,7.75,0,0,0,1,0
501,502,0,3,0,0,30.0,7.6292,0,0,0,1,0
502,503,0,3,0,0,37.0,9.5875,0,0,0,0,1
503,504,1,1,0,0,16.0,86.5,1,0,0,0,1
504,505,0,1,0,1,18.0,108.9,1,1,1,0,0
505,506,1,2,0,0,33.0,26.0,0,2,0,0,1
506,507,1,1,0,1,30.0,26.55,0,0,0,0,1
507,508,0,3,0,1,28.0,22.525,0,0,0,0,1
508,509,1,3,0,1,26.0,56.4958,0,0,0,0,1
509,510,1,3,0,1,29.0,7.75,0,0,0,1,0
510,511,0,3,0,1,30.0,8.05,0,0,0,0,1
511,512,1,1,0,1,36.0,26.2875,1,0,0,0,1
512,513,1,1,0,0,54.0,59.4,0,1,1,0,0
513,514,0,3,0,1,24.0,7.4958,0,0,0,0,1
514,515,0,1,0,1,47.0,34.0208,1,0,0,0,1
515,516,1,2,0,0,34.0,10.5,1,0,0,0,1
516,517,0,3,0,1,30.0,24.15,0,0,0,1,0
517,518,1,2,0,0,36.0,26.0,0,1,0,0,1
518,519,0,3,0,1,32.0,7.8958,0,0,0,0,1
519,520,1,1,0,0,30.0,93.5,1,0,0,0,1
520,521,0,3,0,1,22.0,7.8958,0,0,0,0,1
521,522,0,3,0,1,30.0,7.225,0,0,1,0,0
522,523,1,1,0,0,44.0,57.9792,1,1,1,0,0
523,524,0,3,0,1,30.0,7.2292,0,0,1,0,0
524,525,0,3,0,1,40.5,7.75,0,0,0,1,0
525,526,1,2,0,0,50.0,10.5,0,0,0,0,1
526,527,0,1,0,1,30.0,221.7792,1,0,0,0,1
527,528,0,3,0,1,39.0,7.925,0,0,0,0,1
528,529,0,2,0,1,23.0,11.5,0,3,0,0,1
529,530,1,2,0,0,2.0,26.0,0,2,0,0,1
530,531,0,3,0,1,30.0,7.2292,0,0,1,0,0
531,532,0,3,0,1,17.0,7.2292,0,2,1,0,0
532,533,1,3,0,0,30.0,22.3583,0,2,1,0,0
533,534,0,3,0,0,30.0,8.6625,0,0,0,0,1
534,535,1,2,0,0,7.0,26.25,0,2,0,0,1
535,536,0,1,1,1,45.0,26.55,1,0,0,0,1
536,537,1,1,0,0,30.0,106.425,0,0,1,0,0
537,538,0,3,0,1,30.0,14.5,0,0,0,0,1
538,539,1,1,0,0,22.0,49.5,1,2,1,0,0
539,540,1,1,0,0,36.0,71.0,1,2,0,0,1
540,541,0,3,0,0,9.0,31.275,0,6,0,0,1
541,542,0,3,0,0,11.0,31.275,0,6,0,0,1
542,543,1,2,0,1,32.0,26.0,0,1,0,0,1
543,544,0,1,0,1,50.0,106.425,1,1,1,0,0
544,545,0,1,0,1,64.0,26.0,0,0,0,0,1
545,546,1,2,0,0,19.0,26.0,0,1,0,0,1
546,547,1,2,0,1,30.0,13.8625,0,0,1,0,0
547,548,0,3,0,1,33.0,20.525,0,2,0,0,1
548,549,1,2,1,1,8.0,36.75,0,2,0,0,1
549,550,1,1,0,1,17.0,110.8833,1,2,1,0,0
550,551,0,2,0,1,27.0,26.0,0,0,0,0,1
551,552,0,3,0,1,30.0,7.8292,0,0,0,1,0
552,553,1,3,0,1,22.0,7.225,0,0,1,0,0
553,554,1,3,0,0,22.0,7.775,0,0,0,0,1
554,555,0,1,0,1,62.0,26.55,0,0,0,0,1
555,556,1,1,1,0,48.0,39.6,1,1,1,0,0
556,557,0,1,0,1,30.0,227.525,0,0,1,0,0
557,558,1,1,0,0,39.0,79.65,1,2,0,0,1
558,559,1,3,0,0,36.0,17.4,0,1,0,0,1
559,560,0,3,0,1,30.0,7.75,0,0,0,1,0
560,561,0,3,0,1,40.0,7.8958,0,0,0,0,1
561,562,0,2,0,1,28.0,13.5,0,0,0,0,1
562,563,0,3,0,1,30.0,8.05,0,0,0,0,1
563,564,0,3,0,0,30.0,8.05,0,0,0,0,1
564,565,0,3,0,1,24.0,24.15,0,2,0,0,1
565,566,0,3,0,1,19.0,7.8958,0,0,0,0,1
566,567,0,3,0,0,29.0,21.075,0,4,0,0,1
567,568,0,3,0,1,30.0,7.2292,0,0,1,0,0
568,569,1,3,0,1,32.0,7.8542,0,0,0,0,1
569,570,1,2,0,1,62.0,10.5,0,0,0,0,1
570,571,1,1,0,0,53.0,51.4792,1,2,0,0,1
571,572,1,1,0,1,36.0,26.3875,1,0,0,0,1
572,573,1,3,0,0,30.0,7.75,0,0,0,1,0
573,574,0,3,0,1,16.0,8.05,0,0,0,0,1
574,575,0,3,0,1,19.0,14.5,0,0,0,0,1
575,576,1,2,0,0,34.0,13.0,0,0,0,0,1
576,577,1,1,0,0,39.0,55.9,1,1,0,0,1
577,578,0,3,0,0,30.0,14.4583,0,1,1,0,0
578,579,1,3,0,1,32.0,7.925,0,0,0,0,1
579,580,1,2,0,0,25.0,30.0,0,2,0,0,1
580,581,1,1,0,0,39.0,110.8833,1,2,1,0,0
581,582,0,2,0,1,54.0,26.0,0,0,0,0,1
582,583,0,1,0,1,36.0,40.125,1,0,1,0,0
583,584,0,3,0,1,30.0,8.7125,0,0,1,0,0
584,585,1,1,0,0,18.0,79.65,1,2,0,0,1
585,586,0,2,0,1,47.0,15.0,0,0,0,0,1
586,587,1,1,0,1,60.0,79.2,1,2,1,0,0
587,588,0,3,0,1,22.0,8.05,0,0,0,0,1
588,589,0,3,0,1,30.0,8.05,0,0,0,0,1
589,590,0,3,0,1,35.0,7.125,0,0,0,0,1
590,591,1,1,0,0,52.0,78.2667,1,1,1,0,0
591,592,0,3,0,1,47.0,7.25,0,0,0,0,1
592,593,0,3,0,0,30.0,7.75,0,2,0,1,0
593,594,0,2,0,1,37.0,26.0,0,1,0,0,1
594,595,0,3,0,1,36.0,24.15,0,2,0,0,1
595,596,1,2,0,0,30.0,33.0,0,0,0,0,1
596,597,0,3,0,1,49.0,0.0,0,0,0,0,1
597,598,0,3,0,1,30.0,7.225,0,0,1,0,0
598,599,1,1,1,1,49.0,56.9292,1,1,1,0,0
599,600,1,2,0,0,24.0,27.0,0,3,0,0,1
600,601,0,3,0,1,30.0,7.8958,0,0,0,0,1
601,602,0,1,0,1,30.0,42.4,0,0,0,0,1
602,603,0,3,0,1,44.0,8.05,0,0,0,0,1
603,604,1,1,0,1,35.0,26.55,0,0,1,0,0
604,605,0,3,0,1,36.0,15.55,0,1,0,0,1
605,606,0,3,0,1,30.0,7.8958,0,0,0,0,1
606,607,1,1,0,1,27.0,30.5,0,0,0,0,1
607,608,1,2,0,0,22.0,41.5792,0,3,1,0,0
608,609,1,1,0,0,40.0,153.4625,1,0,0,0,1
609,610,0,3,0,0,39.0,31.275,0,6,0,0,1
610,611,0,3,0,1,30.0,7.05,0,0,0,0,1
611,612,1,3,0,0,30.0,15.5,0,1,0,1,0
612,613,0,3,0,1,30.0,7.75,0,0,0,1,0
613,614,0,3,0,1,35.0,8.05,0,0,0,0,1
614,615,1,2,0,0,24.0,65.0,0,3,0,0,1
615,616,0,3,0,1,34.0,14.4,0,2,0,0,1
616,617,0,3,0,0,26.0,16.1,0,1,0,0,1
617,618,1,2,0,0,4.0,39.0,1,3,0,0,1
618,619,0,2,0,1,26.0,10.5,0,0,0,0,1
619,620,0,3,0,1,27.0,14.4542,0,1,1,0,0
620,621,1,1,0,1,42.0,52.5542,1,1,0,0,1
621,622,1,3,0,1,20.0,15.7417,0,2,1,0,0
622,623,0,3,0,1,21.0,7.8542,0,0,0,0,1
623,624,0,3,0,1,21.0,16.1,0,0,0,0,1
624,625,0,1,0,1,61.0,32.3208,1,0,0,0,1
625,626,0,2,1,1,57.0,12.35,0,0,0,1,0
626,627,1,1,0,0,21.0,77.9583,1,0,0,0,1
627,628,0,3,0,1,26.0,7.8958,0,0,0,0,1
628,629,0,3,0,1,30.0,7.7333,0,0,0,1,0
629,630,1,1,0,1,80.0,30.0,1,0,0,0,1
630,631,0,3,0,1,51.0,7.0542,0,0,0,0,1
631,632,1,1,1,1,32.0,30.5,1,0,1,0,0
632,633,0,1,0,1,30.0,0.0,0,0,0,0,1
633,634,0,3,0,0,9.0,27.9,0,5,0,0,1
634,635,1,2,0,0,28.0,13.0,0,0,0,0,1
635,636,0,3,0,1,32.0,7.925,0,0,0,0,1
636,637,0,2,0,1,31.0,26.25,0,2,0,0,1
637,638,0,3,0,0,41.0,39.6875,0,5,0,0,1
638,639,0,3,0,1,30.0,16.1,0,1,0,0,1
639,640,0,3,0,1,20.0,7.8542,0,0,0,0,1
640,641,1,1,1,0,24.0,69.3,1,0,1,0,0
641,642,0,3,0,0,2.0,27.9,0,5,0,0,1
642,643,1,3,0,1,30.0,56.4958,0,0,0,0,1
643,644,1,3,0,0,0.75,19.2583,0,3,1,0,0
644,645,1,1,0,1,48.0,76.7292,1,1,1,0,0
645,646,0,3,0,1,19.0,7.8958,0,0,0,0,1
646,647,1,1,1,1,56.0,35.5,1,0,1,0,0
647,648,0,3,0,1,30.0,7.55,0,0,0,0,1
648,649,1,3,0,0,23.0,7.55,0,0,0,0,1
649,650,0,3,0,1,30.0,7.8958,0,0,0,0,1
650,651,1,2,0,0,18.0,23.0,0,1,0,0,1
651,652,0,3,0,1,21.0,8.4333,0,0,0,0,1
652,653,1,3,0,0,30.0,7.8292,0,0,0,1,0
653,654,0,3,0,0,18.0,6.75,0,0,0,1,0
654,655,0,2,0,1,24.0,73.5,0,2,0,0,1
655,656,0,3,0,1,30.0,7.8958,0,0,0,0,1
656,657,0,3,0,0,32.0,15.5,0,2,0,1,0
657,658,0,2,0,1,23.0,13.0,0,0,0,0,1
658,659,0,1,0,1,58.0,113.275,1,2,1,0,0
659,660,1,1,1,1,50.0,133.65,0,2,0,0,1
660,661,0,3,0,1,40.0,7.225,0,0,1,0,0
661,662,0,1,0,1,47.0,25.5875,1,0,0,0,1
662,663,0,3,0,1,36.0,7.4958,0,0,0,0,1
663,664,1,3,0,1,20.0,7.925,0,1,0,0,1
664,665,0,2,0,1,32.0,73.5,0,2,0,0,1
665,666,0,2,0,1,25.0,13.0,0,0,0,0,1
666,667,0,3,0,1,30.0,7.775,0,0,0,0,1
667,668,0,3,0,1,43.0,8.05,0,0,0,0,1
668,669,1,1,0,0,30.0,52.0,1,1,0,0,1
669,670,1,2,0,0,40.0,39.0,0,2,0,0,1
670,671,0,1,0,1,31.0,52.0,1,1,0,0,1
671,672,0,2,0,1,70.0,10.5,0,0,0,0,1
672,673,1,2,0,1,31.0,13.0,0,0,0,0,1
673,674,0,2,0,1,30.0,0.0,0,0,0,0,1
674,675,0,3,0,1,18.0,7.775,0,0,0,0,1
675,676,0,3,0,1,24.5,8.05,0,0,0,0,1
676,677,1,3,0,0,18.0,9.8417,0,0,0,0,1
677,678,0,3,0,0,43.0,46.9,0,7,0,0,1
678,679,1,1,0,1,36.0,512.3292,1,1,1,0,0
679,680,0,3,0,0,30.0,8.1375,0,0,0,1,0
680,681,1,1,0,1,27.0,76.7292,1,0,1,0,0
681,682,0,3,0,1,20.0,9.225,0,0,0,0,1
682,683,0,3,0,1,14.0,46.9,0,7,0,0,1
683,684,0,2,0,1,60.0,39.0,0,2,0,0,1
684,685,0,2,0,1,25.0,41.5792,0,3,1,0,0
685,686,0,3,0,1,14.0,39.6875,0,5,0,0,1
686,687,0,3,0,1,19.0,10.1708,0,0,0,0,1
687,688,0,3,0,1,18.0,7.7958,0,0,0,0,1
688,689,1,1,0,0,15.0,211.3375,1,1,0,0,1
689,690,1,1,0,1,31.0,57.0,1,1,0,0,1
690,691,1,3,0,0,4.0,13.4167,0,1,1,0,0
691,692,1,3,0,1,30.0,56.4958,0,0,0,0,1
692,693,0,3,0,1,25.0,7.225,0,0,1,0,0
693,694,0,1,1,1,60.0,26.55,0,0,0,0,1
694,695,0,2,0,1,52.0,13.5,0,0,0,0,1
695,696,0,3,0,1,44.0,8.05,0,0,0,0,1
696,697,1,3,0,0,30.0,7.7333,0,0,0,1,0
697,698,0,1,0,1,49.0,110.8833,1,2,1,0,0
698,699,0,3,0,1,42.0,7.65,1,0,0,0,1
699,700,1,1,0,0,18.0,227.525,1,1,1,0,0
700,701,1,1,0,1,35.0,26.2875,1,0,0,0,1
701,702,0,3,0,0,18.0,14.4542,0,1,1,0,0
702,703,0,3,0,1,25.0,7.7417,0,0,0,1,0
703,704,0,3,0,1,26.0,7.8542,0,1,0,0,1
704,705,0,2,0,1,39.0,26.0,0,0,0,0,1
705,706,1,2,0,0,45.0,13.5,0,0,0,0,1
706,707,1,1,0,1,42.0,26.2875,1,0,0,0,1
707,708,1,1,0,0,22.0,151.55,0,0,0,0,1
708,709,1,3,1,1,30.0,15.2458,0,2,1,0,0
709,710,1,1,1,0,24.0,49.5042,1,0,1,0,0
710,711,0,1,0,1,30.0,26.55,1,0,0,0,1
711,712,1,1,0,1,48.0,52.0,1,1,0,0,1
712,713,0,3,0,1,29.0,9.4833,0,0,0,0,1
713,714,0,2,0,1,52.0,13.0,0,0,0,0,1
714,715,0,3,0,1,19.0,7.65,1,0,0,0,1
715,716,1,1,0,0,38.0,227.525,1,0,1,0,0
716,717,1,2,0,0,27.0,10.5,1,0,0,0,1
717,718,0,3,0,1,30.0,15.5,0,0,0,1,0
718,719,0,3,0,1,33.0,7.775,0,0,0,0,1
719,720,1,2,0,0,6.0,33.0,0,1,0,0,1
720,721,0,3,0,1,17.0,7.0542,0,1,0,0,1
721,722,0,2,0,1,34.0,13.0,0,0,0,0,1
722,723,0,2,0,1,50.0,13.0,0,0,0,0,1
723,724,1,1,0,1,27.0,53.1,1,1,0,0,1
724,725,0,3,0,1,20.0,8.6625,0,0,0,0,1
725,726,1,2,0,0,30.0,21.0,0,3,0,0,1
726,727,1,3,0,0,30.0,7.7375,0,0,0,1,0
727,728,0,2,0,1,25.0,26.0,0,1,0,0,1
728,729,0,3,0,0,25.0,7.925,0,1,0,0,1
729,730,1,1,0,0,29.0,211.3375,1,0,0,0,1
730,731,0,3,0,1,11.0,18.7875,0,0,1,0,0
731,732,0,2,0,1,30.0,0.0,0,0,0,0,1
732,733,0,2,0,1,23.0,13.0,0,0,0,0,1
733,734,0,2,0,1,23.0,13.0,0,0,0,0,1
734,735,0,3,0,1,28.5,16.1,0,0,0,0,1
735,736,0,3,0,0,48.0,34.375,0,4,0,0,1
736,737,1,1,0,1,35.0,512.3292,1,0,1,0,0
737,738,0,3,0,1,30.0,7.8958,0,0,0,0,1
738,739,0,3,0,1,30.0,7.8958,0,0,0,0,1
739,740,1,1,0,1,30.0,30.0,1,0,0,0,1
740,741,0,1,0,1,36.0,78.85,1,1,0,0,1
741,742,1,1,0,0,21.0,262.375,1,4,1,0,0
742,743,0,3,0,1,24.0,16.1,0,1,0,0,1
743,744,1,3,0,1,31.0,7.925,0,0,0,0,1
744,745,0,1,1,1,70.0,71.0,1,2,0,0,1
745,746,0,3,0,1,16.0,20.25,0,2,0,0,1
746,747,1,2,0,0,30.0,13.0,0,0,0,0,1
747,748,0,1,0,1,19.0,53.1,1,1,0,0,1
748,749,0,3,0,1,31.0,7.75,0,0,0,1,0
749,750,1,2,0,0,4.0,23.0,0,2,0,0,1
750,751,1,3,1,1,6.0,12.475,1,1,0,0,1
751,752,0,3,0,1,33.0,9.5,0,0,0,0,1
752,753,0,3,0,1,23.0,7.8958,0,0,0,0,1
753,754,1,2,0,0,48.0,65.0,0,3,0,0,1
754,755,1,2,1,1,0.67,14.5,0,2,0,0,1
755,756,0,3,0,1,28.0,7.7958,0,0,0,0,1
756,757,0,2,0,1,18.0,11.5,0,0,0,0,1
757,758,0,3,0,1,34.0,8.05,0,0,0,0,1
758,759,1,1,1,0,33.0,86.5,1,0,0,0,1
759,760,0,3,0,1,30.0,14.5,0,0,0,0,1
760,761,0,3,0,1,41.0,7.125,0,0,0,0,1
761,762,1,3,0,1,20.0,7.2292,0,0,1,0,0
762,763,1,1,0,0,36.0,120.0,1,3,0,0,1
763,764,0,3,0,1,16.0,7.775,0,0,0,0,1
764,765,1,1,0,0,51.0,77.9583,1,1,0,0,1
765,766,0,1,1,1,30.0,39.6,0,0,1,0,0
766,767,0,3,0,0,30.5,7.75,0,0,0,1,0
767,768,0,3,0,1,30.0,24.15,0,1,0,1,0
768,769,0,3,0,1,32.0,8.3625,0,0,0,0,1
769,770,0,3,0,1,24.0,9.5,0,0,0,0,1
770,771,0,3,0,1,48.0,7.8542,0,0,0,0,1
771,772,0,2,0,0,57.0,10.5,1,0,0,0,1
772,773,0,3,0,1,30.0,7.225,0,0,1,0,0
773,774,1,2,0,0,54.0,23.0,0,4,0,0,1
774,775,0,3,0,1,18.0,7.75,0,0,0,0,1
775,776,0,3,0,1,30.0,7.75,1,0,0,1,0
776,777,1,3,0,0,5.0,12.475,0,0,0,0,1
777,778,0,3,0,1,30.0,7.7375,0,0,0,1,0
778,779,1,1,0,0,43.0,211.3375,1,1,0,0,1
779,780,1,3,0,0,13.0,7.2292,0,0,1,0,0
780,781,1,1,0,0,17.0,57.0,1,1,0,0,1
781,782,0,1,0,1,29.0,30.0,1,0,0,0,1
782,783,0,3,0,1,30.0,23.45,0,3,0,0,1
783,784,0,3,0,1,25.0,7.05,0,0,0,0,1
784,785,0,3,0,1,25.0,7.25,0,0,0,0,1
785,786,1,3,0,0,18.0,7.4958,0,0,0,0,1
786,787,0,3,1,1,8.0,29.125,0,5,0,1,0
787,788,1,3,1,1,1.0,20.575,0,3,0,0,1
788,789,0,1,0,1,46.0,79.2,1,0,1,0,0
789,790,0,3,0,1,30.0,7.75,0,0,0,1,0
790,791,0,2,0,1,16.0,26.0,0,0,0,0,1
791,792,0,3,0,0,30.0,69.55,0,10,0,0,1
792,793,0,1,0,1,30.0,30.6958,0,0,1,0,0
793,794,0,3,0,1,25.0,7.8958,0,0,0,0,1
794,795,0,2,0,1,39.0,13.0,0,0,0,0,1
795,796,1,1,1,0,49.0,25.9292,1,0,0,0,1
796,797,1,3,0,0,31.0,8.6833,0,0,0,0,1
797,798,0,3,0,1,30.0,7.2292,0,0,1,0,0
798,799,0,3,0,0,30.0,24.15,0,2,0,0,1
799,800,0,2,0,1,34.0,13.0,0,0,0,0,1
800,801,1,2,0,0,31.0,26.25,0,2,0,0,1
801,802,1,1,1,1,11.0,120.0,1,3,0,0,1
802,803,1,3,1,1,0.42,8.5167,0,1,1,0,0
803,804,1,3,0,1,27.0,6.975,0,0,0,0,1
804,805,0,3,0,1,31.0,7.775,0,0,0,0,1
805,806,0,1,0,1,39.0,0.0,1,0,0,0,1
806,807,0,3,0,0,18.0,7.775,0,0,0,0,1
807,808,0,2,0,1,39.0,13.0,0,0,0,0,1
808,809,1,1,0,0,33.0,53.1,1,1,0,0,1
809,810,0,3,0,1,26.0,7.8875,0,0,0,0,1
810,811,0,3,0,1,39.0,24.15,0,0,0,0,1
811,812,0,2,0,1,35.0,10.5,0,0,0,0,1
812,813,0,3,0,0,6.0,31.275,0,6,0,0,1
813,814,0,3,0,1,30.5,8.05,0,0,0,0,1
814,815,0,1,0,1,30.0,0.0,1,0,0,0,1
815,816,0,3,0,0,23.0,7.925,0,0,0,0,1
816,817,0,2,0,1,31.0,37.0042,0,2,1,0,0
817,818,0,3,0,1,43.0,6.45,0,0,0,0,1
818,819,0,3,1,1,10.0,27.9,0,5,0,0,1
819,820,1,1,0,0,52.0,93.5,1,2,0,0,1
820,821,1,3,0,1,27.0,8.6625,0,0,0,0,1
821,822,0,1,1,1,38.0,0.0,0,0,0,0,1
822,823,1,3,0,0,27.0,12.475,1,1,0,0,1
823,824,0,3,1,1,2.0,39.6875,0,5,0,0,1
824,825,0,3,0,1,30.0,6.95,0,0,0,1,0
825,826,0,3,0,1,30.0,56.4958,0,0,0,0,1
826,827,1,2,1,1,1.0,37.0042,0,2,1,0,0
827,828,1,3,0,1,30.0,7.75,0,0,0,1,0
828,830,1,3,0,0,15.0,14.4542,0,1,1,0,0
829,831,1,2,1,1,0.83,18.75,0,2,0,0,1
830,832,0,3,0,1,30.0,7.2292,0,0,1,0,0
831,833,0,3,0,1,23.0,7.8542,0,0,0,0,1
832,834,0,3,0,1,18.0,8.3,0,0,0,0,1
833,835,1,1,0,0,39.0,83.1583,1,2,1,0,0
834,836,0,3,0,1,21.0,8.6625,0,0,0,0,1
835,837,0,3,0,1,30.0,8.05,0,0,0,0,1
836,838,1,3,0,1,32.0,56.4958,0,0,0,0,1
837,839,1,1,0,1,30.0,29.7,1,0,1,0,0
838,840,0,3,0,1,20.0,7.925,0,0,0,0,1
839,841,0,2,0,1,16.0,10.5,0,0,0,0,1
840,842,1,1,0,0,30.0,31.0,0,0,1,0,0
841,843,0,3,0,1,34.5,6.4375,0,0,1,0,0
842,844,0,3,0,1,17.0,8.6625,0,0,0,0,1
843,845,0,3,0,1,42.0,7.55,0,0,0,0,1
844,846,0,3,0,1,30.0,69.55,0,10,0,0,1
845,847,0,3,0,1,35.0,7.8958,0,0,1,0,0
846,848,0,2,1,1,28.0,33.0,0,1,0,0,1
847,849,1,1,0,0,30.0,89.1042,1,1,1,0,0
848,850,0,3,1,1,4.0,31.275,0,6,0,0,1
849,851,0,3,0,1,74.0,7.775,0,0,0,0,1
850,852,0,3,0,0,9.0,15.2458,0,2,1,0,0
851,853,1,1,0,0,16.0,39.4,1,1,0,0,1
852,854,0,2,0,0,44.0,26.0,0,1,0,0,1
853,855,1,3,0,0,18.0,9.35,0,1,0,0,1
854,856,1,1,0,0,45.0,164.8667,0,2,0,0,1
855,857,1,1,0,1,51.0,26.55,1,0,0,0,1
856,858,1,3,0,0,24.0,19.2583,0,3,1,0,0
857,859,0,3,0,1,30.0,7.2292,0,0,1,0,0
858,860,0,3,0,1,41.0,14.1083,0,2,0,0,1
859,861,0,2,0,1,21.0,11.5,0,1,0,0,1
860,862,1,1,0,0,48.0,25.9292,1,0,0,0,1
861,863,0,3,0,0,30.0,69.55,0,10,0,0,1
862,864,0,2,0,1,24.0,13.0,0,0,0,0,1
863,865,1,2,0,0,42.0,13.0,0,0,0,0,1
864,866,1,2,0,0,27.0,13.8583,0,1,1,0,0
865,867,0,1,0,1,31.0,50.4958,1,0,0,0,1
866,868,0,3,0,1,30.0,9.5,0,0,0,0,1
867,869,1,3,1,1,4.0,11.1333,0,2,0,0,1
868,870,0,3,0,1,26.0,7.8958,0,0,0,0,1
869,871,1,1,0,0,47.0,52.5542,1,2,0,0,1
870,872,0,1,0,1,33.0,5.0,1,0,0,0,1
871,873,0,3,0,1,47.0,9.0,0,0,0,0,1
872,874,1,2,0,0,28.0,24.0,0,1,1,0,0
873,875,1,3,0,0,15.0,7.225,0,0,1,0,0
874,876,0,3,0,1,20.0,9.8458,0,0,0,0,1
875,877,0,3,0,1,19.0,7.8958,0,0,0,0,1
876,878,0,3,0,1,30.0,7.8958,0,0,0,0,1
877,879,1,1,0,0,56.0,83.1583,1,1,1,0,0
878,880,1,2,0,0,25.0,26.0,0,1,0,0,1
879,881,0,3,0,1,33.0,7.8958,0,0,0,0,1
880,882,0,3,0,0,22.0,10.5167,0,0,0,0,1
881,883,0,2,0,1,28.0,10.5,0,0,0,0,1
882,884,0,3,0,1,25.0,7.05,0,0,0,0,1
883,885,0,3,0,0,39.0,29.125,0,5,0,1,0
884,886,0,2,1,1,27.0,13.0,0,0,0,0,1
885,887,1,1,0,0,19.0,30.0,1,0,0,0,1
886,888,0,3,0,0,30.0,23.45,0,3,0,0,1
887,889,1,1,0,1,26.0,30.0,1,0,1,0,0
888,890,0,3,0,1,32.0,7.75,0,0,0,1,0
